-0.343,0.2029
1.6663,1.0381
-0.76671,0.43888
2.6355,1.5726
-0.016814,-0.0074493
0.30416,0.1249
0.68434,0.34488
0.055808,0.049331
-1.4018,0.83263
-1.3601,0.75998
-1.5217,0.91728
1.0547,0.63441
-0.12779,0.075163
-1.4103,0.7762
0.60286,0.41933
-0.45693,0.2912
-0.13968,0.023411
-0.98331,0.61322
0.40777,0.20226
0.24299,0.13003
0.39754,0.20495
-0.17569,0.063275
-0.31754,0.18937
-1.1016,0.65284
-0.77929,0.48698
-1.7622,1.1081
-1.9355,1.2109
1.5269,0.84607
0.67873,0.37473
-2.2772,1.4467
-1.4286,0.82905
-1.1146,0.69786
0.91321,0.52508
0.97637,0.59438
-1.5769,0.92421
0.20408,0.17518
-1.8883,1.0168
0.73619,0.35989
1.1169,0.71151
0.74338,0.44271
1.6159,0.91235
-1.6665,0.97783
-0.10259,0.071009
0.62273,0.39739
-0.19273,0.23295
0.7946,0.45555
0.16091,0.083356
0.53908,0.25579
-0.024849,0.040897
-2.5484,1.6229
-1.0016,0.64219
-1.1616,0.62317
-0.31446,0.15421
1.0669,0.76743
0.27687,0.2301
1.7486,0.95441
0.17543,0.085289
0.36298,0.15139
0.74679,0.43207
0.84226,0.49683
1.649,0.95993
1.7256,1.0492
-1.5309,0.95048
-0.39123,0.18851
-1.5353,0.96139
0.095966,0.11758
0.53897,0.31783
-2.0285,1.1931
-1.4307,0.81462
-0.48409,0.23835
-0.43685,0.21321
0.56279,0.24464
-0.36239,0.26445
0.79359,0.4999
-0.013938,0.041714
0.41352,0.29895
2.3551,1.5145
0.63268,0.29042
-1.6999,1.0781
2.5108,1.4349
-0.39626,0.29435
-1.2041,0.69506
-0.46805,0.2677
0.02735,0.018771
0.48869,0.26838
-0.23153,0.18156
-1.2015,0.76336
0.58582,0.3387
-1.0114,0.65422
-0.082795,0.05534
1.4941,0.92636
0.042678,-0.013796
-0.32333,0.24598
0.93492,0.49188
-1.4533,0.86496
0.087303,0.041313
-0.19427,0.11114
1.9838,1.047
1.0663,0.59421
-1.8071,1.1045
-2.0554,1.2863
-0.16203,0.14718
0.62868,0.33324
-0.34767,0.1163
-0.46677,0.23732
1.7817,1.0692
2.039,1.2277
-0.1996,0.052673
1.8528,1.1383
-0.29647,0.15173
-1.7142,1.0604
0.14323,0.091181
0.62851,0.37911
0.65593,0.38858
0.76706,0.42513
0.93098,0.54573
1.671,0.94361
1.0629,0.66412
0.45079,0.21349
0.91421,0.49215
1.1884,0.77301
-0.36569,0.22685
-1.5068,0.97992
-0.65942,0.40158
-1.2799,0.81393
-0.48257,0.33913
0.62265,0.39606
-1.1737,0.74799
-0.15912,0.076888
1.1663,0.66689
-0.54779,0.31805
-1.777,1.0504
-0.99008,0.60531
-0.62161,0.44501
0.475,0.23223
-0.83967,0.54314
-1.3476,0.77449
1.657,0.91681
1.2747,0.78675
0.43376,0.21943
1.9279,1.1276
-0.82439,0.46185
1.5701,0.91778
0.1817,0.067132
-0.79279,0.55401
0.31753,0.2011
0.30132,0.17532
0.83113,0.46901
-2.4712,1.5106
0.43381,0.20072
-0.10478,0.075309
0.82407,0.52005
-1.0316,0.61294
-1.2573,0.70916
0.21755,0.06016
-0.45293,0.28071
1.7634,1.0928
-0.060905,0.0053353
-0.13414,0.099183
0.52399,0.28949
0.055405,0.10298
1.1995,0.75062
1.5959,0.9974
-0.013327,-0.032665
-0.81716,0.46191
0.19293,0.14161
0.79046,0.60835
0.40049,0.18139
1.903,1.1489
-1.19,0.74364
-0.34772,0.15109
-0.29235,0.24113
-0.91096,0.55147
-0.55584,0.32959
-0.090622,0.1065
0.057897,0.010395
-0.35707,0.24753
-0.84431,0.57415
-0.35699,0.26087
-0.57681,0.33213
-0.54747,0.23152
0.4415,0.30548
0.38736,0.15425
1.4066,0.88858
0.27993,0.23204
0.14437,0.14131
0.6696,0.31565
0.28669,0.23925
0.20444,0.18484
0.3212,0.13288
0.28299,0.16609
-0.42829,0.23536
0.43417,0.32674
0.1995,0.04807
-0.63867,0.38074
-0.83006,0.40911
-1.276,0.82742
-0.69582,0.4156
-1.1595,0.73107
-1.193,0.6498
-1.2143,0.68318
-0.66324,0.40449
-0.72219,0.40721
0.24217,0.2731
0.82961,0.533
0.21552,0.11559
-0.46812,0.32878
1.492,1.003
1.02,0.60389
-0.0077965,-0.011272
0.71636,0.44003
0.033664,0.03897
-1.4306,0.7877
0.36791,0.23501
-1.0528,0.62877
-1.7573,1.15
1.2174,0.76775
1.5883,0.98522
1.1793,0.73183
0.73702,0.51788
-2.2484,1.351
1.137,0.71873
-0.64181,0.44263
-0.30211,0.26454
-0.34161,0.20427
-1.4538,0.82341
0.30245,0.19952
0.20999,0.125
0.89712,0.4756
0.36447,0.16261
1.417,0.82618
-0.40078,0.27951
-0.018822,0.009336
-0.66414,0.29893
1.8987,1.1023
-1.0333,0.70887
1.6018,0.78562
-0.63901,0.40334
-0.2313,0.11596
-0.13462,0.13968
-0.36456,0.24503
-0.5613,0.37352
1.5269,0.87682
-0.68389,0.38074
-1.3744,0.84048
0.25968,0.088022
0.17835,0.11157
0.56254,0.31294
1.1785,0.64152
0.90011,0.44861
-1.8372,1.0758
